id,Title,paragraphs,Date,link
10,"AC. No. 10912, January 19, 2016 - PAULINA T. YU, Complainant, v. ATTY. BERLIN R. DELA CRUZ, Respondent.","Subject of this disposition is the September 28, 2014 Resolution1 of the Integrated Bar of the Philippines Board of Governors (IBP-BOG) which adopted and approved the findings and the recommendation of the Investigating Commissioner for the disbarment of Atty. Berlin Dela Cruz (respondent lawyer).

It appears from the records that respondent lawyer agreed to represent Paulina T. Yu (complainant) in several cases after having received various amounts as acceptance fees, to wit:chanRoblesvirtualLawlibrary Worse, respondent lawyer had clearly issued a worthless check in violation of law which was against Rule 1.01 of Canon 1 of the CPR stating that, ""[a] lawyer shall not engage in unlawful, dishonest and immoral or deceitful conduct.""",January 19 2016,https://www.chanrobles.com/cralaw/2016januarydecisions.php?id=11
11,"G.R. No. 180993, January 27, 2016 - REPUBLIC OF THE PHILIPPINES, REPRESENTED BY THE LAND REGISTRATION AUTHORITY, Petitioner, v. RAYMUNDO VIAJE, ET AL., Respondents.","The power of the OSG to deputize legal officers of government departments, bureaus, agencies and offices to assist it in representing the government is well settled. The Administrative Code of 1987 explicitly states that the OSG shall have the power to ""deputize legal officers of government departments, bureaus, agencies and offices to assist the Solicitor General and appear or represent the Government in cases involving their respective offices, brought before the courts and exercise supervision and control over such legal officers with respect to such cases.""29 But it is likewise settled that the OSG's deputized counsel is ""no more than the 'surrogate'.",January 27 2016,https://www.chanrobles.com/cralaw/2016januarydecisions.php?id=12
12,"G.R. No. 218536, January 26, 2016 - ROLANDO P. TOLENTINO, Petitioner, v. COMMISSION ON ELECTIONS (FIRST DIVISION), ATTY. CRISTINA T. GUIAO-GARCIA, AND HENRY MANALO, Respondents.","Certiorari is available when a court or other tribunal exercising quasi-judicial powers acts without or in excess of its jurisdiction or with grave abuse of discretion amounting to lack of jurisdiction. It is an extraordinary remedy of last resort designed to correct errors of jurisdiction.

There is grave abuse of discretion justifying the issuance of the writ of certiorari when there is such capricious and whimsical exercise of judgment as is equivalent to lack of jurisdiction;6",January 26 2016,https://www.chanrobles.com/cralaw/2016januarydecisions.php?id=13
13,"G.R. No. 205472, January 25, 2016 - AMADO I. SARAUM, Petitioner, v. PEOPLE OF THE PHILIPPINES, Respondent.","Chain of Custody means the duly recorded authorized movements and custody of seized drugs or controlled chemicals or plant sources of dangerous drugs or laboratory equipment of each stage, from the time of seizure/confiscation to receipt in the forensic laboratory to safekeeping to presentation in court for destruction. Such record of movements and custody of seized item shall include the identity and signature of the person who held temporary custody of the seized item, the date and time when such transfer of custody were made in the course of safekeeping and use in court as evidence, and the final disposition.",January 25 2016,https://www.chanrobles.com/cralaw/2016januarydecisions.php?id=14
14,"G.R. No. 185746, January 20, 2016 - LUCITA TIOROSIO-ESPINOSA, Petitioner, v. HONORABLE PRESIDING JUDGE VIRGINIA HOFILEÑA-EUROPA, IN HER CAPACITY AS PRESIDING JUDGE OF THE REGIONAL TRIAL COURT OF DAVAO CITY, BRANCH 11, 11TH JUDICIAL REGION, DAVAO CITY, NICOLAS L. SUMAPIG, IN HIS CAPACITY AS SHERIFF IV OF THE OFFICE OF THE PROVINCIAL SHERIFF, OFFICE OF THE CLERK OF COURT, 11TH JUDICIAL REGION, DAVAO CITY AND NECEFERO JOVERO, Respondents.","We consider the propriety of the Court of Appeals' outright dismissal of a petition for certiorari on procedural grounds and whether the awards of moral damages, exemplary damages, and attorney's fees may be included in an execution pending appeal.

Private respondent Necefero Jovero (Jovero) filed an action for damages against spouses Pompiniano Espinosa1 and petitioner Lucita Tiorosio-Espinosa2 (Spouses Espinosa) before the Regional Trial Court of Davao City (RTC). In the complaint, Jovero alleged that Spouses Espinosa maliciously filed several cases for theft, estafa and perjury against him for the sole purpose of vexing, harassing, and humiliating him. Accordingly, Jovero prayed that Spouses Espinosa be ordered to pay compensatory damages, moral damages, exemplary damages, attorney's fees,",January 20 2016,https://www.chanrobles.com/cralaw/2016januarydecisions.php?id=15
15,"G.R. No. 180434, January 20, 2016 - COMMISSIONER OF INTERNAL REVENUE, Petitioner, v. MIRANT PAGBILAO CORPORATION (NOW TEAM ENERGY CORPORATION), Respondent.",,January 20 2016,
16,"G.R. No. 204047, January 13, 2016 - PEOPLE OF THE PHILIPPINES, Plaintiff-Appellee, v. ALEXANDER ""SANDER"" BANGSOY, Accused-Appellant.",,January 13 2016,
17,"G.R. No. 193140, January 11, 2016 - MILA GRACE PATACSIL PIOTROWSKI, REP. BY HER ATTORNEY-IN- FACT, VENUS G. PATACSIL, Petitioner, v. HON. COURT OF APPEALS AND GINA Q. DAPLIYAN, Respondent.",,January 11 2016,
18,"G.R. No. 205785, January 20, 2016 - HELEN B. LUKBAN, Petitioner, v. OPTIMUM DEVELOPMENT BANK, Respondent.",,January 20 2016,
19,"G.R. No. 213215, January 11, 2016 - PEOPLE OF THE PHILIPPINES, Plaintiff-Appellee, v. RUBEN BARON, Accused-Appellant.",,January 11 2016,
20,"G.R. No. 217948, January 12, 2016 - ALMA G. PARAISO-ABAN, Petitioner, v. COMMISSION ON AUDIT, Respondent.",,January 12 2016,
21,"A.C. No. 8723 [Formerly CBD Case No. 11-2974], January 26, 2016 - GREGORY FABAY, Complainant, v. ATTY. REX A. RESUENA, Respondent.",,January 26 2016,
22,"G.R. No. 196784, January 13, 2016 - PEOPLE OF THE PHILIPPINES, Plaintiff-Appellee, v. MA. FE TORRES SOLINA A.K.A. MA. FE BAYLON GALLO, Accused-Appellant.",,January 13 2016,
23,"G.R. No. 176549, January 20, 2016 - DEPARTMENT OF AGRARIAN REFORM, QUEZON CITY & PABLO MENDOZA, Petitioners, v. ROMEO C. CARRIEDO, Respondent.",,January 20 2016,
24,"G.R. No. 206291, January 18, 2016 - PEOPLE OF THE PHILIPPINES, Appellee, v. ZALDY SALAHUDDIN AND THREE (3) OTHER UNIDENTIFIED COMPANIONS, Appellants.",,January 18 2016,
25,"G.R. Nos. 173254-55 & 173263, January 13, 2016 - DIAMOND FARMS, INC., Petitioner, v. SOUTHERN PHILIPPINES FEDERATION OF LABOR (SPFL)-WORKERS SOLIDARITY OF DARBMUPCO/DIAMOND-SPFL, DIAMOND FARMS AGRARIAN REFORM BENEFICIARIES MULTI-PURPOSE COOPERATIVE (DARBMUPCO), VOLTER LOPEZ, RUEL ROMERO, PATRICK) CAPRECHO, REY DIMACALI, ELESIO EMANEL, VICTOR SINGSON, NILDA DIMACALI, PREMITIVO* DIAZ, RUDY VISTAL, ROGER MONTERO, JOSISIMO GOMEZ AND MANUEL MOSQUERA, Respondents.",,January 13 2016,
26,"G.R. No. 201310, January 11, 2016 - MARK REYNALD MARASIGAN Y DE GUZMAN, Petitioner, v. REGINALD FUENTES ALIAS ""REGIE,"" ROBERT CALILAN ALIAS ""BOBBY,"" AND ALAIN DELON LINDO, Respondents.",,January 11 2016,
27,"G.R. No. 171722, January 11, 2016 - REMEDIOS PASCUAL, Petitioner, v. BENITO BURGOS, ET AL., Respondents.",,January 11 2016,
28,"G.R. No. 209330, January 11, 2016 - SECRETARY LEILA DE LIMA, ASSISTANT STATE PROSECUTOR STEWART ALLAN A. MARIANO, ASSISTANT STATE PROSECUTOR VIMAR M. BARCELLANO AND ASSISTANT STATE PROSECUTOR GERARD E. GAERLAN, Petitioners, v. MARIO JOEL T. REYES, Respondent.",,January 11 2016,
29,"G.R. No. 198745, January 13, 2016 - BANCO DE ORO UNIBANK, INC. (FORMERLY BANCO DE ORO-EPCI, INC.), Petitioner, v. SUNNYSIDE HEIGHTS HOMEOWNERS ASSOCIATION, INC., Respondent.",,January 13 2016,
30,"G.R. No. 208986, January 13, 2016 - HIJO RESOURCES CORPORATION, Petitioner, v. EPIFANIO P. MEJARES, REMEGIO C. BALURAN, JR., DANTE SAYCON, AND CECILIO CUCHARO, REPRESENTED BY NAMABDJERA-HRC, Respondents.",,January 13 2016,
31,"G.R. No. 201417, January 13, 2016 - ORIX METRO LEASING AND FINANCE CORPORATION, Petitioner, v. CARDLINE INC., MARY C. CALUBAD, SONY N. CALUBAD, AND NG BENG SHENG, Respondents.",,January 13 2016,
32,"G.R. No. 208731, January 27, 2016 - PHILIPPINE AMUSEMENT AND GAMING CORPORATION, Petitioner, v. BUREAU OF INTERNAL REVENUE, COMMISSIONER OF INTERNAL REVENUE, AND REGIONAL DIRECTOR, REVENUE REGION NO. 6, Respondents.",,January 27 2016,
33,"G.R. No. 173636, January 13, 2016 - HEIRS OF JOSE MA. GEPUELA, Petitioners, v. HERNITA MEÑEZ-ANDRES, ET AL., Respondents.; G.R. No. 173770 - HERNITA MEÑEZ-ANDRES AND NELIA MEÑEZ CAYETANO, REPRESENTED BY THEIR DULY-APPOINTED ATTORNEY-IN-FACT ANGELITO MEÑEZ, Petitioners, v. HEIRS OF JOSE MA. GEPUELA, Respondents.",,January 13 2016,
34,"G.R. No. 199440, January 18, 2016 - MARY LOU GETURBOS TORRES, Petitioner, v. CORAZON ALMA G. DE LEON, IN HER CAPACITY AS SECRETARY GENERAL OF THE PHILIPPINE NATIONAL RED CROSS AND THE BOARD OF GOVERNORS OF THE PHILIPPINE NATIONAL RED CROSS, NATIONAL HEADQUARTERS, Respondents.",,January 18 2016,
35,"G.R. No. 198627, January 13, 2016 - DST MOVERS CORPORATION, Petitioner, v. PEOPLE'S GENERAL INSURANCE CORPORATION, Respondent.",,January 13 2016,
36,"G.R. No. 207406, January 13, 2016 - NORBERTO A. VITANGCOL, Petitioner, v. PEOPLE OF THE PHILIPPINES, Respondent.",,January 13 2016,
37,"G.R. No. 191132, January 27, 2016 - APOSTOLIC VICAR OF TABUK, INC. REPRESENTED BY BISHOP PRUDENCIO ANDAYA, JR., Petitioner, v. SPOUSES ERNESTO AND ELIZABETH SISON AND VENANCIO WADAS, Respondents.",,January 27 2016,
38,"G.R. No. 202885, January 20, 2016 - WALLEM MARITIME SERVICES, INC., REGINALDO A. OBEN AND WALLEM SHIPMANAGEMENT, LTD., Petitioners, v. EDWINITO V. QUILLAO, Respondent.",,January 20 2016,
39,"G.R. No. 217694, January 27, 2016 - FAIRLAND KNITCRAFT CORPORATION, Petitioner, v. ARTURO LOO PO, Respondent.",,January 27 2016,
40,"G.R. No. 198594, January 25, 2016 - HELEN CALIMOSO, MARILYN P. CALIMOSO AND LIBY P. CALIMOSO, Petitioners, v. AXEL D. ROULLO, Respondent.",,January 25 2016,
41,"A.C. No. 10910 [Formerly CBD Case No. 12-3594], January 19, 2016 - ANTERO M. SISON, JR., Complainant, v. ATTY. MANUEL N. CAMACHO, Respondent.",,January 19 2016,
42,"G.R. No. 167615, January 11, 2016 - SPOUSES ALEXANDER AND JULIE LAM, DOING BUSINESS UNDER THE NAME AND STYLE ""COLORKWIK LABORATORIES"" AND ""COLORKWIK PHOTO SUPPLY"", Petitioners, v. KODAK PHILIPPINES, LTD., Respondent.",,January 11 2016,
43,"G.R. No. 206147, January 13, 2016 - MICHAEL C. GUY, Petitioner, v. ATTY. GLENN C. GACOTT, Respondent.",,January 13 2016,
44,"G.R. No. 206584, January 11, 2016 - MAE FLOR GALIDO, Petitioner, v. NELSON P. MAGRARE, EVANGELINE M. PALCAT, RODOLFO BAYOMBONG, AND REGISTER OF DEEDS OF ANTIQUE, SAN JOSE, ANTIQUE, Respondents.",,January 11 2016,
45,"G.R. No. 214490, January 13, 2016 - HOWARD LESCANO Y CARREON @ ""TISOY"", Petitioner, v. PEOPLE OF THE PHILIPPINES, Respondent.",,January 13 2016,
46,"A.M. No. CA-15-31-P (formerly OCA I.P.I. No. 13-218-CA-P), January 12, 2016 - COMMITTEE ON SECURITY AND SAFETY, COURT OF APPEALS, Complainant, v. REYNALDO V. DIANCO - CHIEF SECURITY, JOVEN O. SORIANOSOS - SECURITY GUARD 3, AND ABELARDO P. CATBAGAN - SECURITY GUARD 3, Respondents.",,January 12 2016,
47,"G.R. No. 198172, January 25, 2016 - REGULUS DEVELOPMENT, INC., Petitioner, v. ANTONIO DELA CRUZ, Respondent.",,January 25 2016,
48,"G.R. No. 195477, January 15, 2016 - SPOUSES HERMINIO E. ERORITA AND EDITHA C. ERORITA, Petitioners, v. SPOUSES LIGAYA DUMLAO AND ANTONIO DUMLAO, Respondents.",,January 15 2016,
49,"G.R. No. 191018, January 25, 2016 - CARLOS BORROMEO, Petitioner, v. FAMILY CARE HOSPITAL, INC. AND RAMON S. INSO, M.D., Respondents.",,January 25 2016,
50,"G.R. No. 202426, January 27, 2016
GINA ENDAYA, Petitioner, v. ERNESTO V. VILLAOS, Respondent.",,January 27 2016,
51,"G.R. No. 201595, January 25, 2016 - ALLAN M. MENDOZA, Petitioner, v. OFFICERS OF MANILA WATER EMPLOYEES UNION (MWEU), NAMELY, EDUARDO B. BORELA, BUENAVENTURA QUEBRAL, ELIZABETH COMETA, ALEJANDRO TORRES, AMORSOLO TIERRA, SOLEDAD YEBAN, LUIS RENDON, VIRGINIA APILADO, TERESITA BOLO, ROGELIO BARBERO, JOSE CASAÑAS, ALFREDO MAGA, EMILIO FERNANDEZ, ROSITA BUENAVENTURA, ALMENIO CANCINO, ADELA IMANA, MARIO MANCENIDO, WILFREDO MANDILAG, ROLANDO MANLAPAZ, EFREN MONTEMAYOR, NELSON PAGULAYAN, CARLOS VILLA, RIC BRIONES,AND CHITO BERNARDO, Respondents.",,January 25 2016,
52,"G.R. No. 169507, January 11, 2016 - AIR CANADA, Petitioner, v. COMMISSIONER OF INTERNAL REVENUE, Respondent.",,January 11 2016,
53,"G.R. No. 194964-65, January 11, 2016 - UNIVERSITY OF MINDANAO, INC., Petitioner, v. BANGKO SENTRAL PILIPINAS, ET AL., Respondents.",,January 11 2016,
54,"G.R. No. 168078, January 13, 2016 - FABIO CAHAYAG AND CONRADO RIVERA, Petitioners, v. COMMERCIAL CREDIT CORPORATION, REPRESENTED BY ITS PRESIDENT, LEONARDO B. ALEJANDRO; TERESITA T. QUA, ASSISTED BY HER HUSBAND ALFONSO MA. QUA; AND THE REGISTER OF DEEDS OF LAS PINAS, METRO MANILA, DISTRICT IV, Respondents.; G.R. NO. 168357 - DULOS REALTY & DEVELOPMENT CORPORATION, REPRESENTED BY ITS PRESIDENT, JUANITO C. DULOS; AND MILAGROS E. ESCALONA, AND ILUMINADA D. BALDOZA, Petitioners, v. COMMERCIAL CREDIT CORPORATION, REPRESENTED BY ITS PRESIDENT, LEONARDO B. ALEJANDRO; TERESITA T. QUA, ASSISTED BY HER HUSBAND ALFONSO MA. QUA; AND THE REGISTER OF DEEDS OF LAS PINAS, METRO MANILA, DISTRICT IV, Respondents.",,January 13 2016,
55,"G.R. No. 212623, January 11, 2016 - ENRIQUE G. DE LEON, Petitioner, v. PEOPLE OF THE PHILIPPINES AND SPO3 PEDRITO L. LEONARDO, Respondents.",,January 11 2016,
56,"G.R. No. 219603, January 26, 2016 - MARY ELIZABETH TY-DELGADO, Petitioner, v. HOUSE OF REPRESENTATIVES ELECTORAL TRIBUNAL AND PHILIP ARREZA PICHAY, Respondents.",,January 26 2016,
57,"G.R. No. 215847, January 12, 2016 - GOV. EXEQUIEL B. JAVIER, Petitioner, v. COMMISSION ON ELECTIONS, CORNELIO P. ALDON, AND RAYMUNDO T. ROQUERO, Respondents.",,January 12 2016,
58,"G.R. No. 186635, January 27, 2016 - REPUBLIC OF THE PHILIPPINES, Petitioner,; UNIVERSITY OF THE PHILIPPINES, Oppositor, v. SEGUNDINA ROSARIO, JOINED BY ZUELLGATE CORPORATION, Respondents.",,January 27 2016,
